1.899422058207052011e-01,5.902287366582745776e-01,3.193016541996149815e-01,2.939056801918056294e-01,5.869572180059254851e-01,9.212460122124177531e-02
1.921741526464926519e-01,5.628090489706513155e-01,3.183910152837567953e-01,2.936772433477445876e-01,5.845454609770519561e-01,9.367655000849783864e-02
1.915476007611381926e-01,5.893921744154896336e-01,3.184627785061612815e-01,2.936889882691842146e-01,5.863632331723096502e-01,9.219233902955625837e-02
1.892628820754100050e-01,5.874365614887585574e-01,3.179817128327975251e-01,2.932994672877137221e-01,5.871632375551449901e-01,9.174924772809234241e-02
1.897273266323538099e-01,5.870159254981421881e-01,3.186925622367365873e-01,2.935767141175857908e-01,5.870340617820839491e-01,9.210130475800092087e-02
1.902583917389925050e-01,5.674805031598284533e-01,3.165459288040715080e-01,2.918576037880779017e-01,5.885095808905551618e-01,9.386998400236667983e-02
1.932987237674275161e-01,6.000421936978364013e-01,3.169776827068853109e-01,2.932084182041300169e-01,5.870325402429658057e-01,9.286625228721223646e-02
1.888699907901235930e-01,5.872087940559821417e-01,3.177335077996222834e-01,2.933668034408321024e-01,5.870703603905678136e-01,9.184644655704322924e-02
1.902559393206955940e-01,5.598120036797278321e-01,3.163193343057995044e-01,2.920107395697475461e-01,5.874577175304558363e-01,9.444288697784596065e-02
1.920325742317924578e-01,5.624902597222267708e-01,3.183799302499308315e-01,2.937128162305385204e-01,5.845509469040889305e-01,9.370082492435836963e-02
1.907094167836931586e-01,5.683695764981103737e-01,3.167499296635816752e-01,2.919679841708534562e-01,5.880548213327725371e-01,9.398666909735263475e-02
1.914482489257223197e-01,5.649465374309826649e-01,3.162144979711364878e-01,2.918689278285242494e-01,5.877794931414422885e-01,9.417557713970292621e-02
1.928467973138492386e-01,5.976439316397198498e-01,3.149559847617801056e-01,2.923649662996951060e-01,5.876554127796966842e-01,9.205053174088162482e-02
1.897309041486461290e-01,5.625129858186903586e-01,3.158102198507986014e-01,2.925132669884639158e-01,5.871649509514607068e-01,9.358730693113172239e-02
1.895175529611740628e-01,5.650400892695072175e-01,3.181805420755179359e-01,2.936327095417327060e-01,5.862215209017868078e-01,9.339607712759023794e-02
1.959653913650938606e-01,5.774489590305739162e-01,3.157967430418332500e-01,2.915341151557762078e-01,5.881623888632059316e-01,9.481721304569656894e-02
1.903670965513767632e-01,5.657175819129568461e-01,3.164645999649459140e-01,2.915850283605095905e-01,5.879147075488029284e-01,9.411204188994028164e-02
1.925716974816803484e-01,6.329018873709055804e-01,3.159967616983507810e-01,2.928407619084788527e-01,5.877456530159423931e-01,8.839929927862431869e-02
1.835390373551952781e-01,5.805325366773357310e-01,3.138973495377244127e-01,2.920853296167649216e-01,5.887881970626812622e-01,9.217020308203893730e-02
1.934472639664228666e-01,5.995379815319026306e-01,3.167795153668884200e-01,2.928295144266080396e-01,5.869176208398023675e-01,9.131209193652356504e-02
1.835401753399160119e-01,5.803759885607381319e-01,3.138981616359364235e-01,2.920798404661082426e-01,5.887287023319289769e-01,9.217193890800867706e-02
1.947159490243171864e-01,5.921140134133529020e-01,3.160837148065159807e-01,2.929215572368746301e-01,5.857253377340554401e-01,9.184253401192732369e-02
1.941556761516352869e-01,5.976935251725602471e-01,3.146107046547464980e-01,2.920443569231664926e-01,5.844377264538144212e-01,9.252407291936204370e-02
1.841254424995233119e-01,5.788900018188264385e-01,3.140549983026952319e-01,2.917129846168649010e-01,5.887290841894630145e-01,9.232673609693363426e-02
1.879813962348120537e-01,5.649323100854993784e-01,3.179933569321073961e-01,2.928236562664056075e-01,5.876346102848850617e-01,9.236810653614692390e-02
2.023696639626787475e-01,5.922100183201364221e-01,3.125218873696433697e-01,2.907567220843370048e-01,5.829293667541205481e-01,9.198103406201496579e-02
1.939253394312983880e-01,5.829153730504225139e-01,3.191900072575983849e-01,2.925288800284686630e-01,5.819499190930127464e-01,9.319618710086352564e-02
1.907456897645680716e-01,5.884560068322011173e-01,3.247520367085118265e-01,2.968122399533650313e-01,5.834694055944971147e-01,9.185545977273255891e-02
1.917770567136898585e-01,5.946176201626444113e-01,3.247675299688184136e-01,2.968736716807853226e-01,5.833446130431949594e-01,9.186177893040292641e-02
1.909141791751760853e-01,5.612942210551259414e-01,3.175252812437329153e-01,2.931573312871746939e-01,5.850324997229511270e-01,9.317895641000017992e-02
1.940110540243056569e-01,6.359268477408602793e-01,3.139998887813243433e-01,2.920225883372190578e-01,5.886990327816622459e-01,8.843829441426942495e-02
1.902412263619083221e-01,5.951607306796941055e-01,3.178367455822384002e-01,2.934360930616743968e-01,5.863376366833092934e-01,9.212539175295841876e-02
2.010788580056868113e-01,6.114708014190375351e-01,3.173832247766065207e-01,2.926588878152516227e-01,5.804761005600856949e-01,9.077357698820544274e-02
1.949062762052108377e-01,5.918801854166203524e-01,3.143403247287044899e-01,2.912167637328212932e-01,5.876684246276129286e-01,9.127438252749797698e-02
1.922743474806772879e-01,6.081439384850757524e-01,3.159793717792885870e-01,2.932204620690468944e-01,5.872153332531602210e-01,8.982063450555455297e-02
1.943895968990060619e-01,5.798511617779170679e-01,3.178480928579234810e-01,2.923215215124286281e-01,5.820603987449143313e-01,9.231810532249073997e-02
1.911715858282521108e-01,5.664842111222516685e-01,3.199967231105116938e-01,2.939835910956131171e-01,5.842662275790504456e-01,9.264911000753726922e-02
