2.060035983682176053e-01,5.571060044278779433e-01,3.126238898836180002e-01,2.900119914262536125e-01,5.802867659849815229e-01,9.216175550601955757e-02
1.886890225550253986e-01,5.897397461605229374e-01,3.249860083513008147e-01,2.966271178032419131e-01,5.720376690272188647e-01,9.415768220021147883e-02
2.077403931414882887e-01,6.310252248727395985e-01,3.059667215632807524e-01,2.883857658945951918e-01,5.839441769525746118e-01,8.717323672082699648e-02
2.497575940217070523e-01,5.324187863245480878e-01,3.250951120578455811e-01,3.039690391639955358e-01,5.864968825719476531e-01,7.582023764346867978e-02
1.766043482674227449e-01,5.013696410425838579e-01,3.021356432669052294e-01,3.011027091071589168e-01,6.158724171166021222e-01,8.885328686497817596e-02
1.823273161486012039e-01,4.324165207622201468e-01,3.105668946750943515e-01,3.040821978769233658e-01,5.913897858887833259e-01,9.541278838246224081e-02
2.313924067912830618e-01,7.016172321429270387e-01,3.034199607009963051e-01,2.977079767280109146e-01,5.928597323751827464e-01,7.887176065448475715e-02
1.861719665628176479e-01,4.512227316166306235e-01,2.937335132355600731e-01,3.088799227562286642e-01,6.054120119664492261e-01,8.605074986123695258e-02
2.406610628118200923e-01,4.879884969750548085e-01,2.910471755885893907e-01,2.909017629773031910e-01,5.836439740501636608e-01,8.711987409036726915e-02
2.987378300269841191e-01,6.051354932630229611e-01,2.987981594250714856e-01,2.967172009075513817e-01,5.701570800406644546e-01,8.558675371885493544e-02
1.998096193280279875e-01,5.246550758191002028e-01,3.204122099991323358e-01,3.032657315162328171e-01,5.911273320184105007e-01,8.465765517909917826e-02
2.511798985231061265e-01,5.970469615767809435e-01,3.091082681869044002e-01,3.000307926862363361e-01,5.644761418255923591e-01,8.824180869280395800e-02
2.315047938236626524e-01,6.901219945536860578e-01,3.286630839243848135e-01,3.080426488840237176e-01,5.765536694043827959e-01,8.327991138621082534e-02
1.917404579104411422e-01,5.015246037729230721e-01,2.860283379227550604e-01,2.983033138452867439e-01,6.245970312694171245e-01,8.039875175981758826e-02
1.884295956677024542e-01,4.388546381481766012e-01,2.858955629054972247e-01,2.977706772216690556e-01,6.131932085566839108e-01,8.473355945623295415e-02
2.037116014253808061e-01,6.283952301240071092e-01,2.962884206787650410e-01,2.907057514300476764e-01,5.996526550943925837e-01,8.134383168746228687e-02
1.745563463371641866e-01,6.884655391482538134e-01,2.895217846844744813e-01,2.742482020995008485e-01,5.869402781252232026e-01,9.064769942716875695e-02
1.992627729094252065e-01,7.225260973473921489e-01,2.991318795135420872e-01,2.753102968761526048e-01,5.819087127117499314e-01,9.164001206341176875e-02
