sub,month,treshold_hid
92,1,0.0
92,2,0.0
92,3,0.0
92,4,0.0
92,5,0.0
92,6,0.0
92,7,0.0
92,8,0.0
92,9,0.0
92,10,0.0
92,11,0.0
92,12,0.0
93,1,0.32365510148849796
93,2,0.291912746955345
93,3,0.2880350744248985
93,4,0.31844849797023
93,5,0.42767415426251687
93,6,0.39550700947225975
93,7,0.28961342354533154
93,8,0.29514738836265225
93,9,0.4518755074424898
93,10,0.8207025710419485
93,11,0.8245607577807847
93,12,0.5520324763193505
94,1,0.23946026531901451
94,2,0.13386087176247632
94,3,0.0935408717624763
94,4,0.1548832343651295
94,5,0.3487838281743525
94,6,0.4212113708149084
94,7,0.332082375236892
94,8,0.29267567909033476
94,9,0.38449728363866076
94,10,0.5924831332912193
94,11,0.7710686039166141
94,12,0.5168353758686038
95,1,0.33685126815101646
95,2,0.12104363988383349
95,3,0.030696673765730875
95,4,0.04837981800580831
95,5,0.16572406582768628
95,6,0.40211546950629234
95,7,0.31311426911907064
95,8,0.20858950629235234
95,9,0.2252003872216844
95,10,0.41993912875121003
95,11,0.7305107454017424
95,12,0.6708671442400774
96,1,0.0
96,2,0.0
96,3,0.0
96,4,0.0
96,5,0.0
96,6,0.0
96,7,0.0
96,8,0.0
96,9,0.0
96,10,0.0
96,11,0.0
96,12,0.0
97,1,0.06942182074805929
97,2,0.036895299929428374
97,3,0.030950345800988006
97,4,0.04393778405081157
97,5,0.07665942131263231
97,6,0.09254921665490472
97,7,0.06851940719830628
97,8,0.06719017642907552
97,9,0.08700059280169373
97,10,0.13047497529992944
97,11,0.19108302046577275
97,12,0.13771867325335216
98,1,0.3271655172413793
98,2,0.12107917241379312
98,3,0.03171103448275862
98,4,0.03575991724137931
98,5,0.13210262068965514
98,6,0.3577257931034483
98,7,0.2918085517241379
98,8,0.1965972413793103
98,9,0.1952342068965517
98,10,0.3519384827586207
98,11,0.630943448275862
98,12,0.621543724137931
99,1,0.00015928214173228342
99,2,0.0
99,3,0.0
99,4,0.0
99,5,0.00010728566929133858
99,6,0.00045469530708661414
99,7,3.914328188976376e-05
99,8,1.7741933858267705e-05
99,9,0.00019903294488188975
99,10,0.0018271899212598426
99,11,0.002145781417322834
99,12,0.001479821102362205
100,1,0.042139802538787026
100,2,0.022356413459601047
100,3,0.017339015917791658
100,4,0.024088591577674793
100,5,0.04237482168043522
100,6,0.05280096715696151
100,7,0.03971301229095305
100,8,0.03812184565786823
100,9,0.048389570824098324
100,10,0.07162861172677816
100,11,0.10622691114245417
100,12,0.08125917388676203
101,1,0.3135538386308068
101,2,0.13516107579462103
101,3,0.0543723227383863
101,4,0.06276674816625917
101,5,0.18492029339853297
101,6,0.36418444987775056
101,7,0.316601075794621
101,8,0.2331690953545232
101,9,0.24279667481662592
101,10,0.3964629828850856
101,11,0.6740361858190709
101,12,0.5951354523227383
102,1,0.30581497922848666
102,2,0.13384052225519288
102,3,0.05607539465875369
102,4,0.05733678338278931
102,5,0.1761534480712166
102,6,0.3552603916913947
102,7,0.3085582433234421
102,8,0.2275627299703264
102,9,0.2373923323442136
102,10,0.3869130445103858
102,11,0.6578706231454005
102,12,0.5808028486646883
103,1,0.33093352313167257
103,2,0.1469619928825623
103,3,0.05977281138790034
103,4,0.05402818505338078
103,5,0.15693950177935942
103,6,0.33448483985765126
103,7,0.32151971530249107
103,8,0.2327470462633452
103,9,0.23030263345195728
103,10,0.37073081850533807
103,11,0.6549693950177934
103,12,0.5818419928825623
104,1,0.08273623787976729
104,2,0.048245491919844855
104,3,0.03651754363283775
104,4,0.04899388235294117
104,5,0.08550639948287007
104,6,0.11443671622495151
104,7,0.08296522301228182
104,8,0.07144894634776988
104,9,0.11101310924369748
104,10,0.16385282482223654
104,11,0.21761965093729796
104,12,0.15870903684550744
105,1,0.36702110429447854
105,2,0.32058773006134966
105,3,0.32560343558282206
105,4,0.41143361963190184
105,5,0.6308657668711656
105,6,0.5605531288343557
105,7,0.3995006134969325
105,8,0.4925860122699386
105,9,0.6876883435582822
105,10,1.1452638036809817
105,11,1.0551533742331287
105,12,0.6666184049079754
106,1,0.3542349266001174
106,2,0.15876697592483852
106,3,0.06522362889019377
106,4,0.05306776277157956
106,5,0.14514997064004695
106,6,0.3075190604815032
106,7,0.33072479154433354
106,8,0.23188481503229594
106,9,0.22236711685261304
106,10,0.3515054374633001
106,11,0.6365594832648268
106,12,0.5910510863182619
107,1,0.09432805179517362
107,2,0.05405212477928193
107,3,0.0413585968216598
107,4,0.05593370217775162
107,5,0.09976428487345497
107,6,0.13222912301353734
107,7,0.09065134785167746
107,8,0.08031792819305474
107,9,0.1255876633313714
107,10,0.19524670982931133
107,11,0.25041252501471456
107,12,0.18026528546203652
108,1,0.3742855958549222
108,2,0.16972103626943003
108,3,0.07079129533678756
108,4,0.05144207253886011
108,5,0.13138072538860102
108,6,0.2927403108808289
108,7,0.3340053886010363
108,8,0.2348020725388601
108,9,0.2154279792746114
108,10,0.33001119170984455
108,11,0.6128082901554405
108,12,0.6054963730569948
